,long_team,team_num,teamname
27793,oe:team:67f88609cfb6ca6b201ae9a808c0e6f,707,St. Clair College
27795,oe:team:67fa892b6ce24fdf93916569f3897d9,708,Karma Clan Esports
27840,oe:team:67fd6872ba50981ffb3481e9abf8a61,709,No Name
27841,oe:team:6827c3eeac39f6467fa2163753a508c,710,Barcelona BG
27849,oe:team:6829e554d78eac8d403444754b60621,711,Shadow fOu
27861,oe:team:6847673c12caa91b1d6cf66f52f5dd3,712,IDM Pirata
27866,oe:team:685ec10929b61b7e3c50cc97d5883e2,713,Fantasy Gaming
27871,oe:team:685fb3a358db5c0fa5090a445feca36,714,Umbra Collective
27874,oe:team:68911b3329146587617ab2973106e23,715,Fredit BRION Challengers
27935,oe:team:68d9c4b067b3b6d5f3d5e4b1adc9f6e,716,FunPlus Phoenix Blaze
28171,oe:team:692bccdba8ec7050f5aeb916815439e,717,Chiefs Esports Club
28434,oe:team:6934a11328a9bc03556896290420b49,718,Blade Edge
28437,oe:team:6941c63e43125b02bacb47ff9707814,719,Rift Sloths
28456,oe:team:6998237450f7427fecdf5535de44aaf,720,No Name
28457,oe:team:69aa914c3c6ec71f1c8aa4fc03abc4d,721,Tempo Storm
28477,oe:team:6a04b6d8daa2cb0c623e81db686de40,722,EDG Youth Team
28691,oe:team:6a060bd74c9041bf0aa89adf9d15d12,723,Unicorns of Love Sexy Edition
28823,oe:team:6a4c502c27267c22c54b431be11b43f,724,RA'AD
28850,oe:team:6a622995ad838febe8b15bdd3d0c9de,725,optical spectrum E-sports
28881,oe:team:6a68fff9fc521e2fbcab2fc19978d24,726,Zerolag Esports
28961,oe:team:6a6c4be6b8b9014f798219ef82db492,727,Evilvice
28974,oe:team:6a87540e0a690bc1aa918c3c31b21e7,728,5 Ronin
29045,oe:team:6aaed163c1cc8908851232141caceca,729,Dynamo Esports
29052,oe:team:6ade097e0260f32abcd4165c83b8795,730,DWG KIA Challengers
29119,oe:team:6b339976f82ca5625d59d16e40dd1a5,731,Vestigial
29124,oe:team:6b34cc2352576d0e4f8d0da5b9521e9,732,Infinity Esports
29271,oe:team:6b4e04b5498281cfb61ef8955023ad9,733,Team THRLL
29293,oe:team:6b57c465157e1299f3f87d2c8767de6,734,Tundra Gaming
29299,oe:team:6bbda53cb536e51fc2d3fd0256951c1,735,ACE 1
29315,oe:team:6c12501a3ea9d19dbbd5619f3f938e9,736,Clutch Gaming Academy
29359,oe:team:6c2ceb74557e37080fd69a632a4f860,737,Oxygen Kumiho
29364,oe:team:6c8bf5b93fd189943d784b55bb71b61,738,No Name
29365,oe:team:6c951ee7222ac9acd244aa88c9e8330,739,Young Generation
29398,oe:team:6c9ef0b5da5c5697051a9ce0eec23b6,740,Aporia
29400,oe:team:6cbb4413aab3129b90052a4a413d75f,741,Masonic
29402,oe:team:6ce0a8dd22626bff39fc36240eef7ee,742,AVANGAR
29407,oe:team:6ce440e4a70cb66fe47b84deb9e068c,743,Santos e-Sports
29424,oe:team:6cedba5819b5b7c465cb3bb48bfe855,744,Illuminar Gaming
29588,oe:team:6d17eb4ba840f83bf65c9a19c656a53,745,Crest Gaming Act
29735,oe:team:6d67a82053d3c1cdd25fb9c5a9e64b0,746,eXtatus
29745,oe:team:6d8869cea2b945acacd32c7573f95ac,747,Infamous Gaming
29764,oe:team:6d92c120d5550d72128830b0a4df0f8,748,Copenhagen Wolves
29819,oe:team:6da30cd905c797eaea30aeb18bc091a,749,Dango SB
29824,oe:team:6db10eb2b230fe5af5947ce5d46bc9a,750,Ascension Gaming
29847,oe:team:6dcacec00a6ba7576c5ab7f30c995cd,751,T1 Challengers
29931,oe:team:6dd9fc16013a656e475c1b1eb7d4e06,752,Giants
30121,oe:team:6df3f4d9e60d9c1523e02b4b4a8cde4,753,Barrage Academy
30142,oe:team:6e14f9bf67e6e4000df4d600ad43bfa,754,Team MCES
30223,oe:team:6e30eb8b4abb3420042ac3a2eef5f23,755,Upper Echelon
30237,oe:team:6e322bda09963acbe90845ce95e76f4,756,Team UNiTY
30252,oe:team:6e3823e272bd5d09c31ee43c80df7e6,757,V3 New Generation
30258,oe:team:6e3dc75dc40096ba9bedd4098b676b9,758,Huma
30277,oe:team:6ea50016f0954ae510c85438906534c,759,Gold Coin United
30309,oe:team:6eb26cc7d52822f5c721c8045cc8dec,760,RPG-KINGDOM
30314,oe:team:6ef01b22224b92f917d70dd9f33568b,761,NORD Esports
30352,oe:team:6f0162b86d2a0d206ba9a08a1da14be,762,Hong Kong Attitude
30509,oe:team:6f30f03d10ff80e0355187c6d7c6be4,763,Team BattleComics
30592,oe:team:6f61abe84654a499297eb91643581ae,764,Team Echo Zulu Tribe
30607,oe:team:6fa5a72fecb65f4271496fa35ca73be,765,ROG Esport
30624,oe:team:6fdc1069d1d3adf089d6ca73d8ec06a,766,5Fox E-Sports Club
30629,oe:team:701cc9a49e30d35bebb81fbafc3c9be,767,Satori
30636,oe:team:7028068cb1c8be18ba79b4d656123bf,768,Benelux United
30645,oe:team:704dba1c1ea7d27403638c9df54cc43,769,Viking Esports
30649,oe:team:7059e08408418e21e2889f05669912b,770,Lanomania
30656,oe:team:7095511f957b70cdefc430c4c177457,771,Dutch Community Team
30659,oe:team:7108af535f0d9b910b6e4ba8e03d022,772,No Ace
30665,oe:team:7109f52153fb32f851ab4af575c272c,773,LiT Esports
30686,oe:team:71cc230a7d2155dd4958f3de7ad40bb,774,Santiago Wanderers eSports
30746,oe:team:720582b405a4fafd693c0c55a1f5419,775,Big Gods
30755,oe:team:7212e3764623f9aaa8b18e3f3f0891d,776,Chasing Haze 07
30760,oe:team:722107b1d7bc5b210c8b65bca71ea31,777,Vaevictis Syndicate
30762,oe:team:724389b7ca1e2ed397ccb7bec52fb3d,778,Doxa Gaming
30771,oe:team:725251e1e124c1496510b48269aa465,779,Domino esports
30789,oe:team:7276a3089a0ff2fb055ae059a87bebf,780,Evil Geniuses Academy
30890,oe:team:727e5078b5daf52d982d59909e6055e,781,Low Priority
30892,oe:team:72988cb15f0a6129beb79508d9a3162,782,Evil Geniuses Prodigies
30993,oe:team:72c433e58f2ffff50fb11ccb1b9dbfb,783,Gravitas Academy
31008,oe:team:72d49cb85f06f2078c12030e004a88c,784,Dramatik Gaming
31013,oe:team:72dbb628b62f86001cfab61bc031f76,785,Slaughter House
31021,oe:team:7306bbcc9ca5d0b66f56d62d1d1c243,786,NASR eSports Turkey Academy
31061,oe:team:7316113e1ebfdb7e17065d06f95a8fa,787,UCAM Tokiers Academy
31088,oe:team:731b7a9fd004cdbe2bcb3da795bce47,788,T1 Esports Academy
31108,oe:team:7338408a0fe0217451d2c9a567db999,789,Team BDS
31188,oe:team:733ebb9dbf22a401c0127a0c80193ca,790,BRION Challengers
31203,oe:team:7364ae7e257c7063f49674c53557c48,791,PDK Sideral
31207,oe:team:7371eedf0baf94215c35aaab3130d71,792,Team Overclockers UK
31212,oe:team:7380b73561abdd86c2391e9481acd4b,793,Joblife
31266,oe:team:73ebe8c6bb0621f090da33008832d1d,794,Seorabeol Gaming
31286,oe:team:73ecd29b1247e79bb564ec09cb51d3b,795,KaBuM! Black
31290,oe:team:73f3126d91d35faa5d5ce34abadb865,796,Royal Never Give Up
31699,oe:team:73f3cc4e54620b1454530648442e066,797,K1CK
31812,oe:team:73fd73cbf2497f12179741f800f02f9,798,exeed
31834,oe:team:7451f7cb524834f5b06c6da2ad7adc3,799,Team Differential
31843,oe:team:746a5d153c14c2727ec6c086f1763fc,800,Mayan Esports
31872,oe:team:746be9a4c3793ab321bba257c450864,801,Rogue Warriors
32042,oe:team:747118bb5b7c9205440e3d565a5f89f,802,Team Tony Top
32048,oe:team:74df59d74d9fc4559d80ab13034ba77,803,No Name
32049,oe:team:752142f82bfee344e60754832e2d4d4,804,Bilibili Live
32053,oe:team:7550baf6848b4c199dda63607978183,805,Valiance
32119,oe:team:75760dca486d4682426196b76bd1a54,806,SK Gaming
32292,oe:team:75a4d34e4afac036d164b0f1a580486,807,Team Phantasma
32397,oe:team:75a7e5b883e51c7ec13e1580c0aa009,808,Fredit BRION
32575,oe:team:75f5f1d80d6a208eebe887bece2c451,809,No Name
32576,oe:team:7609bcb79367941bb00fcd2cd7a8a1e,810,Denial eSports
32578,oe:team:765f134111d0ab92e28515ff8178e60,811,Flamengo Los Grandes
32587,oe:team:7696cbc1be4accf7f39391f87ff81ba,812,Large
32593,oe:team:76b516358ee227ba806ba5d955b6314,813,Griffin
32776,oe:team:76ecde5c27efc1f27885bfcab917c01,814,Jake's Kittens
32783,oe:team:76f7672e031bd51b67dcacb01731e10,815,Element Mystic
32818,oe:team:7735365798c6bcf3c3574ccd873c6a0,816,No Name
32819,oe:team:77451e1c46e819c6edcf2d9ac5d7f5f,817,BPZ
32842,oe:team:779aaefb139c447bdc6950d89221014,818,RGA
32877,oe:team:77fc49e1f3cf3ab3814b897f2b61cd6,819,No Name
32878,oe:team:781c236369001a7dd7c0586af3cf8b2,820,Nordavind Black
32879,oe:team:783df43f5fac1f660a576bcc8e9c270,821,FC Nantes Esports
32900,oe:team:785bf7c68fff8e64a5b17ba5972f10a,822,One Breath Gaming
32932,oe:team:786880f9b3bc8bdeafa1f7b250642be,823,Nexus KTRL
32969,oe:team:788115a84f68bc65fa6d3a4e0f67a3e,824,Ground Zero Gaming
32986,oe:team:7894460f171d66e8ffc149c05b056a8,825,Cyberground Gaming
33071,oe:team:78d4e0721edab44889b93d1a9faf9cb,826,Shadow Battlica
33088,oe:team:78f183fa5a7d8ecb22b9ad272c3abd7,827,Fnatic
33499,oe:team:7931d6d331270fdf093b49a51a50db4,828,CowBoySquad Imperials Esports
33517,oe:team:796ea3d66925fb0819e543eb88eea1e,829,Webidoo Gaming
33526,oe:team:79b1bfb5e365f605aee635bc9198945,830,Vipers Inc
33529,oe:team:79da6e4c61cc7c2baaa793f76839831,831,Wild West Bandits
33550,oe:team:79fc65ce199f2e4fe97e277bdef6695,832,ZennIT
33576,oe:team:7a41aed19e5c6f7fd69b0cfafee4071,833,inFerno eSports
33585,oe:team:7a42940d69b1850f89df16fe7218d0a,834,Redemption Arc
33594,oe:team:7ac987e3cb5774be7c2d57f3a902d9b,835,No Name
33595,oe:team:7aebbd262ba4e37525795a0e0846ca0,836,Sin Gaming
33676,oe:team:7b13b2cc48c457832262d00d5ffa6d6,837,Clutch Gaming
33744,oe:team:7b78cbbf0aa21ad687cda4009810714,838,1907 Fenerbahçe Esports
33746,oe:team:7b8716b2844c07fe1a6d7ce84919276,839,Rulers Esports
33751,oe:team:7b914afab59e61931e6d546c93acd0f,840,Rensga Academy
33790,oe:team:7b9e20d6e9a96efac45522f9a7b8a12,841,Team Atlantis
33797,oe:team:7bb33d6141f427f4f19b019f5eb7905,842,Dusty
33871,oe:team:7bccc87651259205127166d5fd82a68,843,Big Duck Energy
33873,oe:team:7bd8d762a338118fce3df129202eaed,844,MAMMOTH
33985,oe:team:7c0d6ddccf3c0de76d3760c5d1e685d,845,GOEXANIMO
34008,oe:team:7c1df37eb66c8c498b823787634c4bc,846,PSG Talon Academy
34011,oe:team:7c478d49c05e056db41158bc64f4f26,847,Last Kings
34064,oe:team:7c64febcd5ccff13dcd035dc6867a00,848,Nongshim Esports Academy
34111,oe:team:7c70757b78984c0990d99dc3524395e,849,BLACKLIST
34126,oe:team:7cad317ac6d3deeb0421bca81551efd,850,Globant Emerald
34208,oe:team:7cb1e8619b4ca2db153771943f0b9fb,851,Copenhagen Wolves Academy
34210,oe:team:7cd8dc1c987b84b99e3d246d1943c92,852,Flash Wolves
34437,oe:team:7ce620feffbc833577b805ce32faa31,853,WeSports
34440,oe:team:7d3f1f5d2a382251cc3b30d01233958,854,York University
34446,oe:team:7d6673d3a9d00363c6bebc1a630da6e,855,G2 Esports
34831,oe:team:7d81087d536bb108e36a3966efdf7e7,856,Chilly Mountain Wolves
34840,oe:team:7d8c130d2b311b6293873cbfd58c561,857,No Name
34841,oe:team:7d972ad90215f34c0b41ffd5734c0d4,858,Kenty
34863,oe:team:7df78a658a1ca10f6d413c775cf35cd,859,Polar Ace
34883,oe:team:7e2401900a9756d56a10b66590357fe,860,Dark Allegiance
34907,oe:team:7e3dd5ff49e1a44784d225d2de40260,861,INFINITY
34952,oe:team:7e3fd5132aca2bc587da974690a3980,862,Byteway Esports
34966,oe:team:7e56e9367c023df96cc8257ff4e16c0,863,Deep Cross Gaming
35036,oe:team:7e76012fb69f9e19b2dc690dde98ac1,864,No Name
35037,oe:team:7ecd295055a86992d94f07f571abd9c,865,Area of Effect Cows
35044,oe:team:7ed86843d30c4d421da2669be889336,866,ŠAIM SE SuppUp
35090,oe:team:7eeeaaabeefa28f46686c865d9c682b,867,Method2Madness
35108,oe:team:7f0dbe2d7087bdad6566b0c0b81ad7c,868,Cryptova
35140,oe:team:7f470540da8b0e7f3731c8273f8489e,869,EQX
35141,oe:team:7f558ae3ef0742800bf509957e7a3d8,870,Pyrsos Esports
35174,oe:team:7f5fb0bf91044f65546ee0197d24a27,871,Plejehjemmet Kalder
35177,oe:team:7f5ff8b103655c631db30014ce73a6c,872,WaY
35188,oe:team:7f60009d2aa9ce24f05deec2010a33f,873,Shu Dai Xiong Gaming
35378,oe:team:7f7395d536372f0927503c2c40d1c9f,874,Zenigma Lunar
35381,oe:team:7fb67efb7459cbbba2a9eb30196d62e,875,ESC Shane
35398,oe:team:7fc9f6b6b4b32b25ac385379af32647,876,Renegades
35423,oe:team:800133e1f0fb01e3326d93eee58f0f4,877,AXIZ
35526,oe:team:8018d19489ff674e33727d54e9c0b4f,878,Nameless Thieves
35531,oe:team:80273ded915e8e99319d5610cd03754,879,Pentagon Maze
35542,oe:team:808802433f8a06e8632de7eaeb2d676,880,Percent Esports
35561,oe:team:809957ac5348a94a81ebb138b8f3379,881,Dominus Esports Young
35621,oe:team:80a20530bf98c90d5b87f64b51e8bd5,882,Aethra Esports Academy
35622,oe:team:80c1e13c9d9ac3eb627c964092742b9,883,Noble Truth
35623,oe:team:810d335400a6391892d9f9bef5d57b3,884,Hurricane Gaming
35624,oe:team:811548fd73c60743b29eed0e5f73720,885,No Name
35625,oe:team:8120bc8b433f77dac74abd20771f8a1,886,ECORP
35661,oe:team:8129cf4a441af6379d48593e7e6918f,887,No Name
35662,oe:team:813dd5137f04b19ed1b27465511a56c,888,LowLandLions
35703,oe:team:816fd66f05f2069179b4c7f6a32fcdb,889,Split Raiders
35756,oe:team:81b87e5a9643fc160041020ace83cae,890,Team LoLPro
35770,oe:team:81e49623deefa7a783ec7a8b4b4ae13,891,ConViction Sun
35780,oe:team:81e893f8e0c0560f8428f7c918e92e5,892,Denial eSports.Europe
35798,oe:team:820a182de738908d69fb74a7745c677,893,Barrage.NA
35831,oe:team:8265f85d8735e77263455fb97ddc95a,894,ImPerium Vancuverii
35838,oe:team:829dfe12e8897e57883e53610867b8e,895,KAOS e-sport
35839,oe:team:82e3504486eabe3575dc4b5ff507451,896,BWE Esports
35846,oe:team:82e9f79d33605efd892beced7a35440,897,Imperial Esports
35847,oe:team:8302c2d2d001eeeb1a8496f581e99ed,898,BOOBA
35852,oe:team:830f05a5024d0794bd8d5b598b2432b,899,Diamant Esports
35918,oe:team:83614d04de89b4e9fa13ebf5d3aa5d2,900,Munster Rugby Gaming Academy
35931,oe:team:8399bf9150237c73be9e56066202a4d,901,BrawL eSports
35933,oe:team:83c568e535f5a821e452a9a6cf2e267,902,Cloud9 Tempest
35951,oe:team:83f5468c58ea895ffadba299f475a14,903,Mind Blue eSports
35952,oe:team:84315572819d9799b654528873efbb6,904,5 Hydra Esport
35959,oe:team:843ed057cd91ae75790014082499530,905,OKSavingsBank BRION Academy
35974,oe:team:845f7165c7cdaad9d2a2d764375d0df,906,DetonatioN FocusMe Academy
36000,oe:team:846fd5a569a9d306b647411861e962f,907,Aftershock Esports
36005,oe:team:84d208915088885cfba993570949df6,908,SeaDoggos
36010,oe:team:84d8e19b7740d3aa61ac4529abf8ac9,909,Labradoodle 9
36018,oe:team:84e1da9e55480128662cfdfe79cb892,910,Liberty
36058,oe:team:84ec2a9e95dfe995742eb5108cee0cc,911,No Name
36059,oe:team:84f2d760b83c76fadf318ae1e8992a7,912,Wildcard Aces
36071,oe:team:8516ca63facc91286d6c00212ca945e,913,Rare Atom
36210,oe:team:853a1d4037366856c872b104ea2686d,914,Mezexis Esports
36217,oe:team:858117e8241051433bcfacf5fdac547,915,Team Infernal Drake
36260,oe:team:859ba9cc86a5e82118bd364ed2d51e8,916,No Name
36261,oe:team:85bf857a01b615a257739e34d9f0720,917,Team WE Academy
36474,oe:team:85cb0853a7598ed4d820f5381312634,918,Sport Boys Association
36475,oe:team:85f9c508d56b7ed3db09d9c7a933513,919,ELaB x EXP
36478,oe:team:85fcd014fb0b98c94dcbf3f7f1f207d,920,Emprox
36496,oe:team:86bd7e5d5feb9c91d3026fdf741ef07,921,ANEW Esports
36530,oe:team:86e551648da70c86cb473ce5d5f26f7,922,KaBuM! Esports
36548,oe:team:8726cc5f2f30137866f13cfc53a9fb2,923,Noble Esports
36553,oe:team:8776b7033f1bc10634e50d90f861c1d,924,Supernova
36727,oe:team:87e3e1e75839f75a10bbc66e894d806,925,FURIA
36760,oe:team:87ee02298073abc2d55060f097d4041,926,Golden Guardians
36905,oe:team:88181dbc63dfbd1664e8a1e8846ed21,927,AceS GaminG
36922,oe:team:882489a21810ca2d45a4fcddb00d6ec,928,Szata Maga
36942,oe:team:8824dcf25a4ad98b02d3b8fd3361d84,929,Empyreans
36947,oe:team:885eddef5df7c403b631524a951ca60,930,Red Bulls
36959,oe:team:8876fffa2a609c6e4cfddfbbaedc2dd,931,ASUS ROG ELITE
37008,oe:team:888e2625be28a957836e6274721196e,932,Nordavind
37039,oe:team:88d38b09586ab039ce64838aa57cd84,933,Sovereign
37045,oe:team:89008bdacc273b554227d6b76869381,934,Beyond Gaming
37147,oe:team:8943b9a2cd4bdae374d4a0a64c9cf09,935,Brave e-Sports
37161,oe:team:89bd16bac1dcdbb669bf9ff28aec00f,936,justforfun
37169,oe:team:89d1736937ce3251b8fc0483c356230,937,Indictive Esports
37179,oe:team:89ed24eb5dec9bd396c48c780673cd7,938,Super Nova Sentinels
37183,oe:team:8a7675b5d0c1386df989adf7428201b,939,Fnatic TQ
37237,oe:team:8a9de50199b393cd7e860e0da9fa0c1,940,TSM Darkness
37242,oe:team:8ac27a5e5352fc23d134a1c6606ee62,941,Chilli Esport
37250,oe:team:8ae3b1b7a8c9ef4336dc391318a2c6b,942,No Name
37251,oe:team:8b1ecabb6bba3b37566ed7b51e1f9af,943,Connecting Esports
37252,oe:team:8b433bd19b47f21c36722f766717f42,944,Frank Fang Gaming
37255,oe:team:8b52915aa28fabc19fab7d7af5b84bf,945,FroztFire Team
37288,oe:team:8b76a6be17ca3ef99e562b7deb8a3ee,946,Netshoes Miners
37307,oe:team:8b823ba88c451b0360a647d8e77808f,947,Wildcard Gaming Black
37322,oe:team:8b83746d117ad44d17b689eab7cbc0e,948,Team Cappadocia
37337,oe:team:8ba229067a5105945896e0e9ccdf83d,949,Invulnerables Esports
37338,oe:team:8bcb5c0aa41c119da58107290671f4d,950,QLASH Forge
37363,oe:team:8bf38b3220e51b26017de211b8e3036,951,Olympiacos Alimou
37392,oe:team:8c6a9b88111f0f2ed8b5c6c5f42614d,952,Echo Fox
37528,oe:team:8c6d21187fb58b7a079d70030686b33,953,Enemy
37549,oe:team:8c71e7ef32db945e204dfe507ca0b2b,954,Oyun Hizmetleri ÇİLEKLER
37552,oe:team:8c81de10bc9e8ffe93375f78b73aed8,955,The Agency
37585,oe:team:8c840b4abee1640e81a94537623dc79,956,Rising Star Gaming
37635,oe:team:8cdcd791dbcd3d0cb8fc18d9f9d0a01,957,RAMS
37641,oe:team:8cf7783c1584820ccf70723d683e137,958,Young Ninjas
37644,oe:team:8d09428f093dfbf3c488bce350af0b1,959,Ultra Prime
37732,oe:team:8d10db7607957d1126c63c3192d4930,960,Delta Fox
37752,oe:team:8d28566280e9804c201b4031b9be4d2,961,No Name
37753,oe:team:8d47748b0e2a0ac34c90891889805a8,962,Suning
37950,oe:team:8d48390319b4f7c25c13dd410b3a0bf,963,EGN Esports
38077,oe:team:8d4bd0816b76bc1a855963d34c13aaa,964,SEM9 WPE
38082,oe:team:8d538207b9de9d20e1a525aae593515,965,Team GO
38165,oe:team:8d567f356b6454fc287a81f6467cf35,966,Zenigma
38180,oe:team:8d91a7a5e315ed163e09c72ad22b0dc,967,UniQ Esports Club
38206,oe:team:8de081afe2ce8b05dff41610b880b5a,968,Bombers
38262,oe:team:8df5e2c8825f60f136b2cbed5633a81,969,FUT Esports
38295,oe:team:8e27b674a472ab529e758f13f0bace0,970,Saigon Buffalo
38497,oe:team:8e2b0d0cd75672565eb80d7e5beaa92,971,A One Man Army
38507,oe:team:8e34e040d5bd4c7f4c6e3406d78b555,972,Outlawz
38509,oe:team:8e59548c40b71c4232405f8b54fc7f9,973,Goskilla
38545,oe:team:8e8f04c4040a90e878b7bc4bc84a9ca,974,DIVIZON
38547,oe:team:8eb884e168f28402ce685bedebb5250,975,Team Liquid
38912,oe:team:8eb9a212591f919a353abfac0c0a52a,976,Kawaii Kiwis
39016,oe:team:8ec1d9b925364a4f40c174a30023afc,977,OpTic Gaming Academy
39042,oe:team:8eced35dbf4b2e1fc9f73d2ce972ce5,978,Team Black
39046,oe:team:8f3490a556855787a9949347ae9b834,979,Dolphins
39060,oe:team:8f995652631df209ff11c4542abdcaf,980,Excel Esports
39174,oe:team:8faf26a1c15f3a92e0383bc23ca3a22,981,We Talent
39197,oe:team:8fb7f5b556a2ea521252d37459c6d99,982,K1ck Black
39200,oe:team:901dbcb5c35166c95ec603ddbf858f7,983,Ravioli Ravioli
39202,oe:team:9034597e77937456f89960ad1b8615e,984,Wildcard Gaming
39289,oe:team:907351811cc0343ae5746cd2c75549d,985,Team ROCCAT
39427,oe:team:907ac96f613a86ac9d63820a7d57ce9,986,Call Gaming
39428,oe:team:90938c428db11f6e372f5c6833b9743,987,Solary
39527,oe:team:90a3fe0ae48ef2bfe82b20711646096,988,Astralis SB
39580,oe:team:90b9e6e49dbd149490c883ec1f7d619,989,PEX Team
39582,oe:team:910f427f2ddacae3105b2dd73dfb8d7,990,F3VP
39584,oe:team:911e2c053ed5ccc74ae46c53d8b87db,991,Instinct Gaming
39600,oe:team:9189f162df19b0ba578235b78bbc91a,992,Orbit Anonymo
39621,oe:team:91b2523df100990f9ca59be20dc3244,993,MHSC Esport
39637,oe:team:91ba0329ab84e56083678846c7fddb4,994,George Mason University
39643,oe:team:91c35185025768de7d8aa448933f56c,995,Guasones
39673,oe:team:91c9cf14d344ea993274f77fd9fa508,996,MAX
39824,oe:team:91e745607dea86d98f6307553e0491d,997,Lundqvist Lightside
39834,oe:team:91ec0b2fa7bcf8baa6b4deddec7141e,998,Dark Tigers Academy
39886,oe:team:91fa95faaf50bc60760526b25974fcb,999,ENCE
39901,oe:team:920c52a8d7dbd6f216f9e59b825abc8,1000,Antares Esports
39911,oe:team:920d4a03397129a99a0d796646b9f7d,1001,Paris Saint-Germain eSports
39925,oe:team:9258ebe3b68150d21add891da1b6ca9,1002,Team Dragon Knights
39961,oe:team:92a5dd0b813a9eea72ba22adf5fe78e,1003,FlyQuest Academy
40114,oe:team:92bc5b008ab5b69917c98fe85e50594,1004,GeekCase eSports
40141,oe:team:92ebcf3407842256ee7954c5e2390a8,1005,AlienTech eSports
40143,oe:team:92ede2510f2ad0234b1dd75f03108ae,1006,Rensga eSports
40203,oe:team:930d1e1711261b3c319e7c76484a0a3,1007,Team Curse
40230,oe:team:931fd7145df2dee0403461381e45b58,1008,NYYRIKKI
40258,oe:team:9336ce46babf314b50e3a103506ae0a,1009,Maryville University
40454,oe:team:93c730021ff69abdfccc4911a2f666f,1010,ROX Tigers
40645,oe:team:9406a589875b3af59a840ed9674126f,1011,Reason Gaming
40665,oe:team:942f081524266b6e4d206f62da8e6ea,1012,Vortex
40670,oe:team:9454328308280a614737117e4326bfb,1013,Outlaws
40687,oe:team:948ad976121cb4b2f628ecced7da1ee,1014,Isurus Academy
40733,oe:team:948e3c29c3d34294bdbc08ca06ec0bd,1015,Sky Gaming
40756,oe:team:94e404e87f8e9ebf3ff11a1dfa62dc9,1016,Galaxy Racer Esports EU Male
40768,oe:team:9548eb0ae58f318888c036712da329b,1017,Resolve NA
40789,oe:team:955313528df0835dd06b61b9eb2aa0f,1018,Team Zoose
40790,oe:team:955d9ba35580bdcc7bed3f11736b0f7,1019,Radiance
40824,oe:team:956aba50c93849d09fac4f00c5db750,1020,Ion Squad
40850,oe:team:95786f2a93617fcde81ed16ee15f5bb,1021,Team Rigel
40855,oe:team:957a0b20bb6ce6491d39eb82e5fcb17,1022,Frank Esports
40922,oe:team:9589babfa44eff55bd391b13a9074b9,1023,LUL Esports
40933,oe:team:95a3aac041d6e4b3dfd81145330c6e8,1024,XAL Esports
40936,oe:team:95e6dffd3a0a0be2b8c7c737ac017d5,1025,NOCTA
40945,oe:team:95fa2bbc5eb242e7c3243c3467e32f3,1026,Vega Squadron
41052,oe:team:9604d03f235a62e504a79be47eb61c6,1027,Activit-E
41058,oe:team:963d2ba50b08c4a53571a83e6a7cc46,1028,Dare Black
41069,oe:team:965cad858801dad4dfb5885de2f7db7,1029,ANON
41070,oe:team:96650034ab211d5a9a58264d5a76628,1030,compLexity.Black
41078,oe:team:967043d5ddfbbf373eb3c3954387564,1031,No Name
41079,oe:team:968eb31de624c891997b3d80121837a,1032,The Expendables
41087,oe:team:969667ee6e31f83d6da935558895498,1033,Cincinnati Fear
41139,oe:team:96d4e03f36d8b7e463892e5ece175de,1034,Five Kings
41162,oe:team:972ebfdff75f6a30cc82aad4a35e2af,1035,Mirage Elyandra
41183,oe:team:976f493ffced42aa45f10ce70339c46,1036,ÇİLEKLER
41239,oe:team:97a0a823fda2047f7ce43ecf0e5f12e,1037,x6tence México
41255,oe:team:97d75db5c9305a139e32e39655da315,1038,Silent Revolution Gaming
41256,oe:team:980ab072663574c2e4fca71f275d302,1039,Eintracht Spandau
41312,oe:team:9845928d28708fe756edc5dd7318496,1040,Panathinaikos AC eSports
41332,oe:team:984c4fc2610cfb9285f5702d46cf68e,1041,Laughing Coffins
41335,oe:team:9874244e1d55d280cb0bad2070d9a13,1042,Cream Real Betis
41372,oe:team:988ec64c309f7bbb4f213dad89f4b0d,1043,Wortex Gaming
41381,oe:team:98a822e248d67152cd85edbc4c75c65,1044,No Name
41382,oe:team:98a9ba345111f7398ad7a32e0c787c0,1045,Illinois Wesleyan University
41386,oe:team:98b04bf2ce15d307f6afb1254004629,1046,Ji Jie Hao (集结号)
41425,oe:team:996738a4a0d3d56b8c1fdcf003f23ee,1047,9z Team
41482,oe:team:9981ed8d509feb1b77d43af088fd0b1,1048,INTZ Red
41485,oe:team:9a05c2942353d2f3d466d6bcb640459,1049,FrostFire
41506,oe:team:9a09ff82bcddf9b01cb51081074c0ae,1050,Royal Bandits
41550,oe:team:9a3327bd6c9a07e61350e24d97419fa,1051,SINNERS Esports
41675,oe:team:9a512ef54e608a160c7657aa1b6ec84,1052,Renegades: Banditos
41679,oe:team:9a6cddd5ca373adebf62539aeedf9be,1053,Cream Real Betis
41721,oe:team:9a7713efaa6251ddeb7736b04a99d07,1054,Dark Passage Academy
41798,oe:team:9a7e82857e8df9eb77b1bd463691561,1055,CLG Black
41809,oe:team:9aa855d087642f20ad7e3a7ae5c8251,1056,Spectacled Bears
41862,oe:team:9adc852fe2e027c5e4abd53ae8915ff,1057,Team BDS Academy
41936,oe:team:9b09acb83880c52f76efbb9b6d17c2d,1058,Senshi eSports
41937,oe:team:9b0df420260436d585355369af3cbe6,1059,Iron Hawks e-Sports
